duel_outcome,duel_type,pass_length,pass_outcome,period,shot_body_part,shot_first_time,shot_outcome,shot_technique,timestamp
N/A,N/A,13.0,Complete,1,N/A,N/A,N/A,N/A,00:33:42.872
N/A,N/A,19.1,Complete,1,N/A,N/A,N/A,N/A,00:33:48.295
N/A,N/A,26.2,Complete,1,N/A,N/A,N/A,N/A,00:33:54.862
N/A,N/A,61.0,Complete,1,N/A,N/A,N/A,N/A,00:34:01.110
N/A,N/A,7.4,Complete,1,N/A,N/A,N/A,N/A,00:34:04.331
N/A,N/A,19.3,Incomplete,1,N/A,N/A,N/A,N/A,00:34:06.240
N/A,N/A,26.0,Complete,1,N/A,N/A,N/A,N/A,00:34:08.746
N/A,N/A,2.6,Incomplete,1,N/A,N/A,N/A,N/A,00:34:17.272
N/A,N/A,11.6,Complete,1,N/A,N/A,N/A,N/A,00:34:22.589
N/A,N/A,30.2,Complete,1,N/A,N/A,N/A,N/A,00:34:27.577
N/A,N/A,22.7,Complete,1,N/A,N/A,N/A,N/A,00:34:32.930
N/A,N/A,26.6,Complete,1,N/A,N/A,N/A,N/A,00:34:35.761
N/A,N/A,12.9,Complete,1,N/A,N/A,N/A,N/A,00:34:38.245
N/A,N/A,25.6,Complete,1,N/A,N/A,N/A,N/A,00:34:42.544
N/A,N/A,43.4,Complete,1,N/A,N/A,N/A,N/A,00:34:45.212
N/A,N/A,9.9,Complete,1,N/A,N/A,N/A,N/A,00:34:49.713
N/A,N/A,10.9,Complete,1,N/A,N/A,N/A,N/A,00:34:53.191
N/A,N/A,42.5,Complete,1,N/A,N/A,N/A,N/A,00:34:54.928
N/A,N/A,50.0,Incomplete,1,N/A,N/A,N/A,N/A,00:35:00.443
N/A,N/A,29.2,Complete,1,N/A,N/A,N/A,N/A,00:35:04.559
N/A,N/A,18.3,Complete,1,N/A,N/A,N/A,N/A,00:35:08.045
N/A,N/A,15.8,Complete,1,N/A,N/A,N/A,N/A,00:35:08.834
N/A,N/A,41.2,Complete,1,N/A,N/A,N/A,N/A,00:35:15.432
N/A,N/A,22.6,Complete,1,N/A,N/A,N/A,N/A,00:35:21.969
N/A,N/A,9.6,Complete,1,N/A,N/A,N/A,N/A,00:35:23.831
N/A,N/A,25.9,Complete,1,N/A,N/A,N/A,N/A,00:35:25.165
N/A,N/A,34.3,Incomplete,1,N/A,N/A,N/A,N/A,00:36:30.627
N/A,N/A,29.2,Incomplete,1,N/A,N/A,N/A,N/A,00:36:50.433
N/A,N/A,52.0,Unknown,1,N/A,N/A,N/A,N/A,00:36:53.520
N/A,N/A,62.8,Incomplete,1,N/A,N/A,N/A,N/A,00:39:33.817
N/A,N/A,13.4,Complete,1,N/A,N/A,N/A,N/A,00:39:39.750
N/A,N/A,11.5,Complete,1,N/A,N/A,N/A,N/A,00:39:42.214
N/A,N/A,28.3,Complete,1,N/A,N/A,N/A,N/A,00:39:43.742
N/A,N/A,17.7,Complete,1,N/A,N/A,N/A,N/A,00:39:48.222
N/A,N/A,59.2,Incomplete,1,N/A,N/A,N/A,N/A,00:39:52.760
N/A,N/A,14.7,Complete,1,N/A,N/A,N/A,N/A,00:39:55.855
N/A,N/A,10.7,Complete,1,N/A,N/A,N/A,N/A,00:39:56.752
N/A,N/A,40.0,Incomplete,1,N/A,N/A,N/A,N/A,00:39:57.556
N/A,N/A,32.0,Incomplete,1,N/A,N/A,N/A,N/A,00:39:59.424
N/A,N/A,19.0,Complete,1,N/A,N/A,N/A,N/A,00:40:02.577
N/A,N/A,15.2,Complete,1,N/A,N/A,N/A,N/A,00:40:04.440
N/A,N/A,9.6,Complete,1,N/A,N/A,N/A,N/A,00:40:29.000
N/A,N/A,5.0,Incomplete,1,N/A,N/A,N/A,N/A,00:40:30.888
N/A,N/A,3.0,Incomplete,1,N/A,N/A,N/A,N/A,00:40:32.089
N/A,N/A,6.3,Complete,1,N/A,N/A,N/A,N/A,00:40:33.242
N/A,N/A,29.9,Incomplete,1,N/A,N/A,N/A,N/A,00:40:34.600
N/A,N/A,13.7,Complete,1,N/A,N/A,N/A,N/A,00:40:36.714
N/A,N/A,39.3,Incomplete,1,N/A,N/A,N/A,N/A,00:40:39.733
N/A,N/A,12.3,Complete,1,N/A,N/A,N/A,N/A,00:40:47.657
N/A,N/A,34.7,Complete,1,N/A,N/A,N/A,N/A,00:40:50.917
N/A,N/A,27.8,Complete,1,N/A,N/A,N/A,N/A,00:40:56.124
N/A,N/A,24.8,Complete,1,N/A,N/A,N/A,N/A,00:40:59.729
N/A,N/A,17.7,Complete,1,N/A,N/A,N/A,N/A,00:41:02.459
N/A,N/A,22.4,Complete,1,N/A,N/A,N/A,N/A,00:41:07.726
N/A,N/A,34.0,Incomplete,1,N/A,N/A,N/A,N/A,00:41:10.299
N/A,N/A,54.6,Complete,1,N/A,N/A,N/A,N/A,00:41:13.589
N/A,N/A,14.2,Complete,1,N/A,N/A,N/A,N/A,00:41:20.727
N/A,N/A,18.1,Complete,1,N/A,N/A,N/A,N/A,00:41:21.598
N/A,N/A,27.8,Complete,1,N/A,N/A,N/A,N/A,00:41:23.007
N/A,N/A,28.7,Complete,1,N/A,N/A,N/A,N/A,00:41:25.897
N/A,N/A,24.6,Complete,1,N/A,N/A,N/A,N/A,00:41:28.232
N/A,N/A,24.3,Complete,1,N/A,N/A,N/A,N/A,00:41:32.272
N/A,N/A,20.8,Complete,1,N/A,N/A,N/A,N/A,00:41:39.028
N/A,N/A,29.7,Complete,1,N/A,N/A,N/A,N/A,00:42:03.263
N/A,N/A,25.7,Complete,1,N/A,N/A,N/A,N/A,00:42:05.423
N/A,N/A,2.4,Incomplete,1,N/A,N/A,N/A,N/A,00:42:08.368
N/A,N/A,5.1,Incomplete,1,N/A,N/A,N/A,N/A,00:42:14.013
N/A,N/A,25.7,Complete,1,N/A,N/A,N/A,N/A,00:42:29.719
N/A,N/A,12.0,Incomplete,1,N/A,N/A,N/A,N/A,00:42:31.326
N/A,N/A,41.1,Incomplete,1,N/A,N/A,N/A,N/A,00:42:33.507
N/A,N/A,14.8,Incomplete,1,N/A,N/A,N/A,N/A,00:42:36.075
N/A,N/A,25.1,Out,1,N/A,N/A,N/A,N/A,00:42:38.703
N/A,N/A,12.5,Complete,1,N/A,N/A,N/A,N/A,00:42:47.637
N/A,N/A,8.2,Complete,1,N/A,N/A,N/A,N/A,00:42:49.049
N/A,N/A,50.8,Complete,1,N/A,N/A,N/A,N/A,00:42:50.076
N/A,N/A,40.7,Complete,1,N/A,N/A,N/A,N/A,00:42:55.916
N/A,N/A,35.2,Complete,1,N/A,N/A,N/A,N/A,00:43:00.481
N/A,N/A,37.2,Incomplete,1,N/A,N/A,N/A,N/A,00:43:03.460
N/A,N/A,62.8,Incomplete,1,N/A,N/A,N/A,N/A,00:43:17.762
N/A,N/A,15.0,Out,1,N/A,N/A,N/A,N/A,00:43:21.040
N/A,N/A,11.3,Complete,1,N/A,N/A,N/A,N/A,00:43:35.133
N/A,N/A,28.7,Incomplete,1,N/A,N/A,N/A,N/A,00:43:37.563
N/A,N/A,19.0,Incomplete,1,N/A,N/A,N/A,N/A,00:43:39.174
N/A,N/A,30.2,Complete,1,N/A,N/A,N/A,N/A,00:43:41.321
N/A,N/A,7.7,Incomplete,1,N/A,N/A,N/A,N/A,00:43:44.159
N/A,N/A,25.6,Incomplete,1,N/A,N/A,N/A,N/A,00:43:47.923
N/A,N/A,25.6,Out,1,N/A,N/A,N/A,N/A,00:43:50.003
N/A,N/A,9.3,Complete,1,N/A,N/A,N/A,N/A,00:44:05.548
N/A,N/A,6.2,Complete,1,N/A,N/A,N/A,N/A,00:44:06.548
N/A,N/A,6.7,Complete,1,N/A,N/A,N/A,N/A,00:44:07.917
N/A,N/A,21.7,Complete,1,N/A,N/A,N/A,N/A,00:44:09.802
N/A,N/A,32.0,Complete,1,N/A,N/A,N/A,N/A,00:44:12.512
N/A,N/A,20.2,Complete,1,N/A,N/A,N/A,N/A,00:44:16.443
N/A,N/A,15.1,Complete,1,N/A,N/A,N/A,N/A,00:44:18.010
N/A,N/A,16.9,Complete,1,N/A,N/A,N/A,N/A,00:44:21.525
N/A,N/A,37.7,Complete,1,N/A,N/A,N/A,N/A,00:44:23.347
N/A,N/A,15.7,Complete,1,N/A,N/A,N/A,N/A,00:44:27.428
N/A,N/A,23.7,Complete,1,N/A,N/A,N/A,N/A,00:44:33.129
N/A,N/A,45.4,Complete,1,N/A,N/A,N/A,N/A,00:44:36.036
N/A,N/A,14.0,Complete,1,N/A,N/A,N/A,N/A,00:44:41.518
N/A,N/A,25.8,Complete,1,N/A,N/A,N/A,N/A,00:44:43.531
N/A,N/A,8.7,Complete,1,N/A,N/A,N/A,N/A,00:44:47.292
N/A,N/A,43.1,Complete,1,N/A,N/A,N/A,N/A,00:44:49.418
N/A,N/A,43.7,Complete,1,N/A,N/A,N/A,N/A,00:44:54.793
N/A,N/A,13.6,Complete,1,N/A,N/A,N/A,N/A,00:45:03.155
N/A,N/A,37.4,Complete,1,N/A,N/A,N/A,N/A,00:45:34.180
N/A,N/A,59.7,Complete,1,N/A,N/A,N/A,N/A,00:45:49.945
N/A,N/A,13.9,Complete,1,N/A,N/A,N/A,N/A,00:45:53.817
N/A,N/A,20.6,Complete,1,N/A,N/A,N/A,N/A,00:45:56.337
N/A,N/A,33.1,Incomplete,1,N/A,N/A,N/A,N/A,00:45:58.543
N/A,N/A,29.1,Complete,1,N/A,N/A,N/A,N/A,00:46:03.551
N/A,N/A,61.7,Incomplete,1,N/A,N/A,N/A,N/A,00:46:09.766
N/A,N/A,56.4,Complete,1,N/A,N/A,N/A,N/A,00:46:19.401
N/A,N/A,10.9,Complete,1,N/A,N/A,N/A,N/A,00:46:22.715
N/A,N/A,12.2,Complete,1,N/A,N/A,N/A,N/A,00:46:24.082
N/A,N/A,9.6,Complete,1,N/A,N/A,N/A,N/A,00:46:26.660
N/A,N/A,10.4,Complete,1,N/A,N/A,N/A,N/A,00:46:29.916
N/A,N/A,44.6,Complete,1,N/A,N/A,N/A,N/A,00:46:33.631
N/A,N/A,12.8,Complete,1,N/A,N/A,N/A,N/A,00:46:38.153
N/A,N/A,11.7,Complete,1,N/A,N/A,N/A,N/A,00:46:39.417
N/A,N/A,17.6,Complete,1,N/A,N/A,N/A,N/A,00:46:40.513
N/A,N/A,34.1,Complete,1,N/A,N/A,N/A,N/A,00:46:41.752
N/A,N/A,53.2,Complete,1,N/A,N/A,N/A,N/A,00:46:47.824
N/A,N/A,21.2,Complete,1,N/A,N/A,N/A,N/A,00:46:54.047
N/A,N/A,10.9,Complete,1,N/A,N/A,N/A,N/A,00:46:55.705
N/A,N/A,14.2,Complete,1,N/A,N/A,N/A,N/A,00:46:57.611
N/A,N/A,5.0,Complete,2,N/A,N/A,N/A,N/A,00:00:01.023
N/A,N/A,23.6,Complete,2,N/A,N/A,N/A,N/A,00:00:01.476
N/A,N/A,23.2,Complete,2,N/A,N/A,N/A,N/A,00:00:03.106
N/A,N/A,21.1,Complete,2,N/A,N/A,N/A,N/A,00:00:08.212
N/A,N/A,24.0,Complete,2,N/A,N/A,N/A,N/A,00:00:10.696
N/A,N/A,40.2,Incomplete,2,N/A,N/A,N/A,N/A,00:00:15.316
N/A,N/A,17.4,Complete,2,N/A,N/A,N/A,N/A,00:00:17.984
N/A,N/A,1.7,Incomplete,2,N/A,N/A,N/A,N/A,00:00:20.229
N/A,N/A,24.3,Complete,2,N/A,N/A,N/A,N/A,00:00:30.421
N/A,N/A,36.5,Complete,2,N/A,N/A,N/A,N/A,00:00:32.326
N/A,N/A,29.7,Complete,2,N/A,N/A,N/A,N/A,00:00:35.690
N/A,N/A,8.5,Complete,2,N/A,N/A,N/A,N/A,00:00:40.969
N/A,N/A,7.9,Complete,2,N/A,N/A,N/A,N/A,00:00:43.804
N/A,N/A,9.2,Complete,2,N/A,N/A,N/A,N/A,00:00:52.484
N/A,N/A,5.1,Complete,2,N/A,N/A,N/A,N/A,00:00:54.121
N/A,N/A,25.6,Complete,2,N/A,N/A,N/A,N/A,00:00:56.324
N/A,N/A,13.1,Complete,2,N/A,N/A,N/A,N/A,00:00:59.107
N/A,N/A,23.9,Complete,2,N/A,N/A,N/A,N/A,00:01:03.293
N/A,N/A,10.7,Complete,2,N/A,N/A,N/A,N/A,00:01:06.051
N/A,N/A,15.6,Complete,2,N/A,N/A,N/A,N/A,00:01:07.924
N/A,N/A,38.1,Complete,2,N/A,N/A,N/A,N/A,00:01:23.056
N/A,N/A,38.9,Complete,2,N/A,N/A,N/A,N/A,00:01:25.456
N/A,N/A,17.6,Complete,2,N/A,N/A,N/A,N/A,00:01:32.149
N/A,N/A,15.7,Complete,2,N/A,N/A,N/A,N/A,00:01:38.275
N/A,N/A,51.3,Complete,2,N/A,N/A,N/A,N/A,00:01:41.391
N/A,N/A,25.6,Complete,2,N/A,N/A,N/A,N/A,00:01:45.953
N/A,N/A,45.9,Incomplete,2,N/A,N/A,N/A,N/A,00:02:11.733
N/A,N/A,59.7,Complete,2,N/A,N/A,N/A,N/A,00:02:15.406
N/A,N/A,15.5,Complete,2,N/A,N/A,N/A,N/A,00:02:23.691
N/A,N/A,11.5,Complete,2,N/A,N/A,N/A,N/A,00:02:29.895
N/A,N/A,19.7,Complete,2,N/A,N/A,N/A,N/A,00:03:40.154
N/A,N/A,27.5,Complete,2,N/A,N/A,N/A,N/A,00:03:42.288
N/A,N/A,52.0,Incomplete,2,N/A,N/A,N/A,N/A,00:03:45.691
N/A,N/A,16.9,Complete,2,N/A,N/A,N/A,N/A,00:03:48.803
N/A,N/A,21.1,Out,2,N/A,N/A,N/A,N/A,00:03:49.669
N/A,N/A,23.3,Complete,2,N/A,N/A,N/A,N/A,00:03:59.763
N/A,N/A,37.6,Complete,2,N/A,N/A,N/A,N/A,00:04:01.326
N/A,N/A,27.1,Complete,2,N/A,N/A,N/A,N/A,00:04:05.365
N/A,N/A,30.8,Incomplete,2,N/A,N/A,N/A,N/A,00:04:07.923
N/A,N/A,6.4,Complete,2,N/A,N/A,N/A,N/A,00:04:11.421
N/A,N/A,13.5,Complete,2,N/A,N/A,N/A,N/A,00:04:12.649
N/A,N/A,17.3,Complete,2,N/A,N/A,N/A,N/A,00:04:14.761
N/A,N/A,14.4,Complete,2,N/A,N/A,N/A,N/A,00:04:17.085
N/A,N/A,42.7,Incomplete,2,N/A,N/A,N/A,N/A,00:04:18.382
N/A,N/A,41.2,Complete,2,N/A,N/A,N/A,N/A,00:04:24.932
N/A,N/A,9.9,Complete,2,N/A,N/A,N/A,N/A,00:04:32.170
N/A,N/A,11.4,Complete,2,N/A,N/A,N/A,N/A,00:04:33.017
N/A,N/A,33.0,Complete,2,N/A,N/A,N/A,N/A,00:04:38.978
N/A,N/A,13.5,Incomplete,2,N/A,N/A,N/A,N/A,00:04:43.670
N/A,N/A,4.1,Incomplete,2,N/A,N/A,N/A,N/A,00:04:49.503
N/A,N/A,31.6,Incomplete,2,N/A,N/A,N/A,N/A,00:05:17.737
N/A,N/A,30.6,Complete,2,N/A,N/A,N/A,N/A,00:05:22.231
N/A,N/A,12.1,Incomplete,2,N/A,N/A,N/A,N/A,00:05:24.023
N/A,N/A,32.0,Incomplete,2,N/A,N/A,N/A,N/A,00:05:28.890
N/A,N/A,23.8,Complete,2,N/A,N/A,N/A,N/A,00:05:38.875
N/A,N/A,17.2,Complete,2,N/A,N/A,N/A,N/A,00:05:41.243
N/A,N/A,19.6,Complete,2,N/A,N/A,N/A,N/A,00:05:47.108
N/A,N/A,32.9,Complete,2,N/A,N/A,N/A,N/A,00:05:49.942
N/A,N/A,13.4,Complete,2,N/A,N/A,N/A,N/A,00:05:52.408
N/A,N/A,12.8,Complete,2,N/A,N/A,N/A,N/A,00:05:54.114
N/A,N/A,25.1,Complete,2,N/A,N/A,N/A,N/A,00:05:56.639
N/A,N/A,14.5,Complete,2,N/A,N/A,N/A,N/A,00:06:01.067
N/A,N/A,34.6,Complete,2,N/A,N/A,N/A,N/A,00:06:03.480
N/A,N/A,21.0,Complete,2,N/A,N/A,N/A,N/A,00:06:56.939
N/A,N/A,16.1,Complete,2,N/A,N/A,N/A,N/A,00:07:00.413
N/A,N/A,2.1,Incomplete,2,N/A,N/A,N/A,N/A,00:07:08.070
N/A,N/A,16.3,Complete,2,N/A,N/A,N/A,N/A,00:07:10.966
N/A,N/A,13.3,Complete,2,N/A,N/A,N/A,N/A,00:07:18.740
N/A,N/A,29.7,Out,2,N/A,N/A,N/A,N/A,00:07:20.226
N/A,N/A,38.6,Complete,2,N/A,N/A,N/A,N/A,00:07:28.512
N/A,N/A,21.7,Complete,2,N/A,N/A,N/A,N/A,00:07:31.741
N/A,N/A,22.9,Incomplete,2,N/A,N/A,N/A,N/A,00:07:40.664
N/A,N/A,15.4,Incomplete,2,N/A,N/A,N/A,N/A,00:07:44.923
N/A,N/A,4.9,Incomplete,2,N/A,N/A,N/A,N/A,00:07:47.676
N/A,N/A,92.9,Incomplete,2,N/A,N/A,N/A,N/A,00:08:17.258
N/A,N/A,57.3,Incomplete,2,N/A,N/A,N/A,N/A,00:09:26.827
N/A,N/A,66.0,Complete,2,N/A,N/A,N/A,N/A,00:09:59.487
N/A,N/A,14.6,Complete,2,N/A,N/A,N/A,N/A,00:10:16.770
N/A,N/A,30.2,Incomplete,2,N/A,N/A,N/A,N/A,00:10:18.829
N/A,N/A,20.0,Complete,2,N/A,N/A,N/A,N/A,00:10:23.267
N/A,N/A,22.7,Complete,2,N/A,N/A,N/A,N/A,00:10:27.183
N/A,N/A,57.9,Complete,2,N/A,N/A,N/A,N/A,00:10:32.697
N/A,N/A,12.4,Incomplete,2,N/A,N/A,N/A,N/A,00:10:35.877
N/A,N/A,11.5,Complete,2,N/A,N/A,N/A,N/A,00:10:38.782
N/A,N/A,26.0,Complete,2,N/A,N/A,N/A,N/A,00:10:43.953
N/A,N/A,26.3,Complete,2,N/A,N/A,N/A,N/A,00:10:45.611
N/A,N/A,28.1,Complete,2,N/A,N/A,N/A,N/A,00:10:48.882
N/A,N/A,13.2,Complete,2,N/A,N/A,N/A,N/A,00:10:51.777
N/A,N/A,9.5,Complete,2,N/A,N/A,N/A,N/A,00:10:53.150
N/A,N/A,8.9,Complete,2,N/A,N/A,N/A,N/A,00:10:56.988
N/A,N/A,3.3,Incomplete,2,N/A,N/A,N/A,N/A,00:10:58.675
N/A,N/A,24.0,Unknown,2,N/A,N/A,N/A,N/A,00:11:00.691
N/A,N/A,40.4,Complete,2,N/A,N/A,N/A,N/A,00:11:23.672
N/A,N/A,4.0,Complete,2,N/A,N/A,N/A,N/A,00:11:26.131
N/A,N/A,4.7,Complete,2,N/A,N/A,N/A,N/A,00:11:27.183
N/A,N/A,11.8,Complete,2,N/A,N/A,N/A,N/A,00:11:28.062
N/A,N/A,10.0,Complete,2,N/A,N/A,N/A,N/A,00:11:30.127
N/A,N/A,40.5,Out,2,N/A,N/A,N/A,N/A,00:11:30.928
N/A,N/A,9.9,Complete,2,N/A,N/A,N/A,N/A,00:11:47.116
N/A,N/A,11.9,Complete,2,N/A,N/A,N/A,N/A,00:11:49.091
N/A,N/A,23.0,Complete,2,N/A,N/A,N/A,N/A,00:11:52.127
N/A,N/A,71.6,Incomplete,2,N/A,N/A,N/A,N/A,00:11:54.954
N/A,N/A,54.8,Incomplete,2,N/A,N/A,N/A,N/A,00:12:08.841
N/A,N/A,18.4,Complete,2,N/A,N/A,N/A,N/A,00:12:14.006
N/A,N/A,23.6,Complete,2,N/A,N/A,N/A,N/A,00:12:16.110
N/A,N/A,14.7,Complete,2,N/A,N/A,N/A,N/A,00:12:20.556
N/A,N/A,14.7,Complete,2,N/A,N/A,N/A,N/A,00:12:25.390
N/A,N/A,29.0,Complete,2,N/A,N/A,N/A,N/A,00:12:26.787
N/A,N/A,24.1,Complete,2,N/A,N/A,N/A,N/A,00:12:31.638
N/A,N/A,25.7,Incomplete,2,N/A,N/A,N/A,N/A,00:12:36.145
N/A,N/A,14.0,Incomplete,2,N/A,N/A,N/A,N/A,00:12:37.500
N/A,N/A,28.6,Complete,2,N/A,N/A,N/A,N/A,00:12:39.573
N/A,N/A,12.2,Incomplete,2,N/A,N/A,N/A,N/A,00:12:44.446
N/A,N/A,10.0,Incomplete,2,N/A,N/A,N/A,N/A,00:12:46.295
N/A,N/A,16.2,Incomplete,2,N/A,N/A,N/A,N/A,00:12:47.640
N/A,N/A,20.8,Complete,2,N/A,N/A,N/A,N/A,00:12:49.862
N/A,N/A,18.5,Complete,2,N/A,N/A,N/A,N/A,00:12:57.341
N/A,N/A,17.7,Complete,2,N/A,N/A,N/A,N/A,00:13:00.760
N/A,N/A,59.6,Complete,2,N/A,N/A,N/A,N/A,00:13:03.595
N/A,N/A,42.5,Incomplete,2,N/A,N/A,N/A,N/A,00:13:08.072
N/A,N/A,18.3,Incomplete,2,N/A,N/A,N/A,N/A,00:13:12.830
N/A,N/A,16.5,Complete,2,N/A,N/A,N/A,N/A,00:13:15.073
N/A,N/A,55.1,Complete,2,N/A,N/A,N/A,N/A,00:13:18.712
N/A,N/A,5.0,Incomplete,2,N/A,N/A,N/A,N/A,00:13:22.883
N/A,N/A,13.1,Complete,2,N/A,N/A,N/A,N/A,00:13:24.843
N/A,N/A,5.2,Incomplete,2,N/A,N/A,N/A,N/A,00:13:26.442
N/A,N/A,14.5,Complete,2,N/A,N/A,N/A,N/A,00:13:34.357
N/A,N/A,15.2,Complete,2,N/A,N/A,N/A,N/A,00:13:37.454
N/A,N/A,14.9,Complete,2,N/A,N/A,N/A,N/A,00:13:39.262
N/A,N/A,25.6,Incomplete,2,N/A,N/A,N/A,N/A,00:13:42.739
N/A,N/A,23.6,Complete,2,N/A,N/A,N/A,N/A,00:13:44.093
N/A,N/A,13.4,Complete,2,N/A,N/A,N/A,N/A,00:13:48.185
N/A,N/A,31.4,Complete,2,N/A,N/A,N/A,N/A,00:13:52.142
N/A,N/A,10.4,Complete,2,N/A,N/A,N/A,N/A,00:13:55.193
N/A,N/A,15.3,Complete,2,N/A,N/A,N/A,N/A,00:13:59.190
N/A,N/A,29.0,Complete,2,N/A,N/A,N/A,N/A,00:14:01.718
N/A,N/A,21.9,Complete,2,N/A,N/A,N/A,N/A,00:14:05.587
N/A,N/A,12.4,Complete,2,N/A,N/A,N/A,N/A,00:14:08.463
N/A,N/A,6.5,Complete,2,N/A,N/A,N/A,N/A,00:14:09.703
N/A,N/A,8.3,Complete,2,N/A,N/A,N/A,N/A,00:14:12.513
N/A,N/A,6.8,Complete,2,N/A,N/A,N/A,N/A,00:14:13.717
N/A,N/A,9.9,Incomplete,2,N/A,N/A,N/A,N/A,00:14:15.290
N/A,N/A,5.8,Complete,2,N/A,N/A,N/A,N/A,00:14:16.671
N/A,N/A,9.1,Complete,2,N/A,N/A,N/A,N/A,00:14:17.601
N/A,N/A,22.5,Complete,2,N/A,N/A,N/A,N/A,00:14:19.732
N/A,N/A,7.9,Complete,2,N/A,N/A,N/A,N/A,00:14:21.709
N/A,N/A,38.7,Complete,2,N/A,N/A,N/A,N/A,00:14:22.902
N/A,N/A,62.5,Complete,2,N/A,N/A,N/A,N/A,00:16:11.608
N/A,N/A,7.5,Complete,2,N/A,N/A,N/A,N/A,00:16:16.991
N/A,N/A,8.2,Complete,2,N/A,N/A,N/A,N/A,00:16:18.532
N/A,N/A,15.8,Complete,2,N/A,N/A,N/A,N/A,00:16:19.175
N/A,N/A,40.1,Incomplete,2,N/A,N/A,N/A,N/A,00:16:21.643
N/A,N/A,15.9,Complete,2,N/A,N/A,N/A,N/A,00:16:26.936
N/A,N/A,25.2,Complete,2,N/A,N/A,N/A,N/A,00:16:30.856
N/A,N/A,19.5,Complete,2,N/A,N/A,N/A,N/A,00:16:34.934
N/A,N/A,15.8,Complete,2,N/A,N/A,N/A,N/A,00:16:39.724
N/A,N/A,11.9,Complete,2,N/A,N/A,N/A,N/A,00:16:45.122
N/A,N/A,27.3,Complete,2,N/A,N/A,N/A,N/A,00:16:46.463
N/A,N/A,39.7,Incomplete,2,N/A,N/A,N/A,N/A,00:16:52.122
N/A,N/A,21.1,Incomplete,2,N/A,N/A,N/A,N/A,00:16:54.070
N/A,N/A,14.4,Complete,2,N/A,N/A,N/A,N/A,00:16:55.751
N/A,N/A,10.5,Complete,2,N/A,N/A,N/A,N/A,00:16:59.557
N/A,N/A,5.1,Incomplete,2,N/A,N/A,N/A,N/A,00:17:02.217
N/A,N/A,12.5,Complete,2,N/A,N/A,N/A,N/A,00:17:10.103
N/A,N/A,6.2,Complete,2,N/A,N/A,N/A,N/A,00:17:11.179
N/A,N/A,5.4,Incomplete,2,N/A,N/A,N/A,N/A,00:17:15.015
